"No.","Ticker","Company","Country","Market Cap","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Earnings Date","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change","After-Hours Close"
169,"MVIS","Microvision Inc.","USA",256.26,204.37,1.11%,0.00%,31.27%,-2.46%,25.83%,52.79,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.80%,1.61%,0.80%,-1.18%,12.73%,14.81%,-26.19%,-52.12%,-72.13%,-53.38%,0.08,8.15%,7.58%,19.46%,5.29%,-35.63%,5/9/2024 4:30:00 PM,9.73%,2.73%,2547.35,2.26,5617580,1.10,1.13,1.29,1.12,1.24,12.73%,1.26
170,"ATUS","Altice USA Inc","USA",938.32,205.54,55.31%,0.00%,51.46%,2.95%,12.05%,24.76,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.98%,1.23%,1.24%,0.99%,-16.73%,-11.30%,-24.16%,-35.65%,-37.23%,0.12,6.06%,5.70%,-0.80%,-6.80%,-16.81%,8/1/2024 8:30:00 AM,6.25%,1.59%,2725.93,8.92,21563574,1.89,1.92,2.07,1.91,2.04,7.94%,2.06
171,"CLM","Cornerstone Strategic Value Fund","USA",1835.70,234.64,,,14.42%,,6.35%,14.89,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,-0.13%,-0.06%,1.16%,1.82%,0.77%,7.71%,-7.57%,8.76%,0.07,0.76%,0.88%,2.28%,3.00%,6.13%,,0.39%,0.39%,1390.98,2.57,3507708,7.76,7.79,7.84,7.76,7.82,0.77%,7.81
172,"AUTL","Autolus Therapeutics plc ADR","United Kingdom",1130.67,236.59,11.07%,0.00%,54.89%,-1.84%,2.88%,6.81,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.04%,2.41%,23.19%,-1.39%,-20.26%,-37.41%,69.32%,-34.01%,0.27,7.10%,7.39%,11.78%,7.29%,-8.97%,5/17/2024 8:30:00 AM,1.67%,0.72%,1730.16,3.03,5064539,4.15,4.18,4.28,3.93,4.25,2.41%,4.25
173,"BLDP","Ballard Power Systems Inc.","Canada",799.37,242.25,19.08%,0.00%,21.97%,-0.85%,8.46%,20.49,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,0.37%,1.13%,0.94%,14.10%,-3.96%,-13.31%,-23.28%,-40.00%,-27.84%,0.14,5.19%,5.28%,9.52%,-2.68%,-15.49%,5/7/2024 8:30:00 AM,6.80%,0.81%,2515.06,2.39,5847064,2.48,2.50,2.71,2.50,2.67,7.66%,2.68
174,"SW","Smurfit WestRock plc","Ireland",12721.05,244.48,5.67%,0.00%,18.48%,,0.00%,0.01,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.47%,-0.20%,0.15%,8.68%,2.57%,26.33%,34.54%,28.08%,20.26%,1.56,4.44%,1.30%,4.40%,12.74%,28.28%,,4.63%,0.09%,5794.92,10.02,41461228,46.87,46.91,49.31,46.86,49.08,4.72%,48.98
175,"SOUN","SoundHound AI Inc","USA",2040.85,281.85,14.05%,-2.38%,20.35%,6.47%,25.39%,71.57,0.00%,-0.16%,-0.16%,-0.40%,-0.47%,0.00%,0.16%,-0.32%,0.16%,-0.88%,47.97%,33.33%,29.98%,230.67%,72.22%,192.45%,0.41,14.76%,7.27%,46.43%,33.46%,76.59%,5/9/2024 4:30:00 PM,15.46%,0.00%,26333.42,4.35,108530112,5.37,5.37,6.45,5.34,6.20,15.46%,6.30
176,"USA","Liberty All-Star Equity Fund","USA",2009.25,282.31,0.10%,2.78%,10.09%,,0.02%,0.06,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.28%,3.19%,5.65%,0.57%,8.38%,7.08%,11.44%,0.08,1.32%,0.95%,4.18%,4.83%,9.02%,,1.14%,0.29%,658.85,4.26,2683359,7.01,7.03,7.23,7.03,7.11,1.43%,7.12
177,"QS","QuantumScape Corp","USA",4121.12,345.15,30.91%,-0.80%,24.18%,3.37%,16.01%,55.25,0.00%,0.36%,-0.12%,-0.12%,-0.12%,0.36%,0.49%,0.12%,-0.60%,-0.41%,63.37%,47.06%,36.36%,-0.60%,-18.80%,18.71%,0.45,9.67%,5.92%,60.01%,50.55%,33.79%,7/24/2024 4:30:00 PM,17.02%,-0.14%,7913.54,9.07,63413420,7.06,7.05,8.63,6.98,8.25,16.86%,8.33
178,"JOBY","Joby Aviation Inc","USA",4682.79,378.19,46.62%,-0.34%,30.89%,0.23%,19.15%,72.41,0.00%,0.00%,0.00%,0.14%,0.14%,-0.01%,-0.01%,-0.01%,-0.01%,0.19%,28.10%,29.86%,36.85%,8.90%,-36.87%,-0.60%,0.31,7.10%,5.55%,29.68%,30.35%,17.88%,5/7/2024 4:30:00 PM,8.01%,-1.45%,5574.08,2.68,14505036,6.21,6.12,6.66,6.08,6.61,6.44%,6.60
179,"KB","KB Financial Group Inc ADR","South Korea",23750.26,382.76,0.00%,,5.85%,7.57%,0.08%,0.32,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.31%,0.05%,-0.05%,-1.74%,10.04%,24.97%,60.01%,65.82%,49.99%,1.29,1.22%,1.37%,6.36%,8.22%,30.01%,4/25/2024 8:30:00 AM,-0.72%,1.68%,192.25,2.39,447861,61.47,62.50,62.90,61.81,62.05,0.94%,62.05
180,"CHPT","ChargePoint Holdings Inc","USA",935.66,386.65,8.60%,-4.70%,37.69%,-0.39%,29.34%,113.42,-0.00%,-0.01%,0.45%,-0.01%,-0.01%,0.45%,0.45%,0.92%,-0.01%,1.86%,20.22%,22.91%,33.33%,13.40%,-75.53%,-5.98%,0.15,9.07%,8.79%,36.35%,31.28%,0.68%,6/5/2024 4:30:00 PM,12.24%,1.03%,14016.19,2.35,32036384,1.94,1.96,2.22,1.96,2.20,13.40%,2.18
181,"NLY","Annaly Capital Management Inc","USA",10218.98,499.20,0.25%,-3.84%,54.22%,29.32%,2.10%,10.50,0.00%,0.00%,0.00%,0.00%,0.20%,0.20%,0.10%,0.20%,-0.05%,-0.20%,7.42%,4.99%,9.90%,4.66%,2.82%,5.42%,0.33,1.63%,1.41%,4.19%,3.85%,8.28%,7/24/2024 4:30:00 PM,2.10%,0.35%,3396.65,2.17,7193527,19.93,20.00,20.51,19.99,20.42,2.46%,20.42
182,"OPEN","Opendoor Technologies Inc","USA",1562.97,560.46,18.96%,-1.41%,55.78%,-3.59%,15.00%,84.07,0.00%,-0.42%,-0.42%,-0.42%,-0.43%,0.01%,-0.43%,-0.87%,0.01%,-1.31%,28.41%,6.10%,-8.13%,-38.59%,-53.78%,-49.55%,0.15,7.60%,7.19%,18.82%,7.87%,-17.25%,8/1/2024 4:30:00 PM,4.63%,4.85%,15545.57,2.50,37838320,2.06,2.16,2.30,2.13,2.26,9.71%,2.24
183,"FAST","Fastenal Co.","USA",37467.67,571.41,0.20%,-10.95%,83.87%,-0.62%,2.51%,14.35,0.00%,0.00%,0.00%,0.00%,0.52%,0.52%,0.52%,0.52%,0.72%,-0.35%,3.61%,3.43%,-6.35%,3.74%,12.12%,1.03%,1.30,2.08%,1.80%,2.69%,0.45%,-0.25%,7/12/2024 8:30:00 AM,-3.41%,5.58%,3356.17,2.18,7288075,64.17,67.75,67.77,65.07,65.44,1.98%,65.78
184,"CYBN","Cybin Inc","Canada",243.22,695.84,8.45%,0.00%,42.25%,,2.79%,19.38,0.00%,0.00%,0.00%,0.00%,0.19%,0.19%,0.03%,0.00%,0.03%,10.87%,20.98%,5.51%,-15.79%,-28.03%,-33.33%,-21.95%,0.02,9.40%,7.33%,18.02%,1.80%,-20.67%,6/25/2024 8:30:00 AM,9.29%,1.04%,4131.50,2.72,11110646,0.29,0.29,0.33,0.28,0.32,10.42%,0.32
185,"RIVN","Rivian Automotive Inc","USA",18025.25,717.41,27.92%,-0.10%,44.88%,7.70%,18.51%,132.79,0.06%,0.05%,0.06%,0.03%,0.08%,0.11%,0.17%,-0.11%,0.39%,-3.00%,22.45%,53.09%,89.24%,-5.03%,-30.10%,-22.80%,1.10,8.17%,7.65%,36.89%,55.70%,22.43%,8/6/2024 4:30:00 PM,8.12%,-0.06%,46347.40,2.13,97340592,16.76,16.75,18.85,16.75,18.11,8.05%,18.12
186,"AGNC","AGNC Investment Corp","USA",7690.57,729.65,0.85%,-1.85%,41.30%,3.70%,6.72%,49.04,0.00%,0.00%,-0.01%,-0.01%,-0.01%,-0.10%,0.09%,0.13%,0.09%,-0.25%,7.18%,9.31%,11.29%,5.24%,2.96%,6.52%,0.16,1.93%,1.48%,7.23%,8.00%,11.75%,7/22/2024 4:30:00 PM,2.96%,0.00%,11720.55,2.56,29189896,10.15,10.15,10.53,10.15,10.45,2.96%,10.46
187,"BK","Bank Of New York Mellon Corp","USA",48376.48,745.68,0.28%,-7.39%,85.67%,-0.02%,0.93%,6.91,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,-0.02%,0.43%,-0.14%,8.03%,10.09%,16.83%,22.68%,43.06%,24.28%,1.08,2.08%,1.50%,8.82%,9.89%,22.05%,7/12/2024 8:30:00 AM,2.47%,2.70%,3499.80,2.74,9394513,61.47,63.13,64.93,62.63,64.69,5.24%,64.68
188,"LCID","Lucid Group Inc","USA",9805.39,860.11,62.72%,0.00%,12.21%,0.63%,29.24%,251.51,0.12%,0.24%,0.00%,0.00%,0.24%,0.12%,0.72%,-0.24%,1.71%,-1.40%,45.05%,59.77%,70.00%,24.63%,-40.64%,0.95%,0.22,11.15%,6.13%,54.76%,53.30%,22.02%,8/5/2024 4:30:00 PM,22.13%,2.35%,26338.98,7.00,167789744,3.40,3.48,4.32,3.47,4.25,25.00%,4.17
189,"ERIC","Telefonaktiebolaget L M Ericsson ADR","Sweden",20509.07,3070.15,0.00%,,9.87%,-6.87%,0.99%,30.40,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,-0.30%,0.07%,-0.52%,7.40%,10.96%,32.80%,8.27%,18.44%,6.03%,0.13,1.78%,1.50%,9.16%,13.53%,22.57%,7/12/2024 8:30:00 AM,1.52%,2.97%,15976.29,2.33,36540860,6.39,6.58,6.74,6.55,6.68,4.54%,6.70
190,"HEPS","D-MARKET Electronic Services & Trading ADR","Turkey",911.67,,,,6.01%,,,0.16,0.00%,0.00%,-0.61%,-0.61%,-0.61%,-0.31%,0.31%,0.28%,-0.91%,-0.61%,16.55%,54.29%,125.00%,88.37%,80.00%,80.00%,0.17,8.04%,7.69%,39.96%,64.27%,103.52%,6/13/2024 8:30:00 AM,9.09%,1.02%,568.49,2.93,1626001,2.94,2.97,3.32,2.94,3.24,10.20%,3.25
191,"OBDE","Blue Owl Capital Corp III","USA",1850.64,,,,24.08%,,,0.17,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,1.13%,1.47%,-0.07%,0.07%,-0.82%,,,-0.69%,0.22,1.17%,1.14%,0.37%,-2.44%,-0.84%,8/7/2024 4:30:00 PM,0.27%,0.27%,87.87,8.39,651209,14.95,14.99,15.04,14.90,15.03,0.54%,15.18
