"No.","Ticker","Company","Country","Market Cap","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Earnings Date","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change","After-Hours Close"
113,"X","United States Steel Corp.","USA",8927.13,222.00,1.27%,0.00%,88.42%,-5.81%,9.77%,21.69,-0.02%,-0.04%,0.08%,-0.12%,-0.14%,-0.43%,-0.32%,-0.74%,1.02%,1.02%,1.28%,6.61%,-3.94%,-16.82%,58.68%,-18.39%,0.91,2.15%,2.51%,5.49%,5.75%,-0.28%,8/1/2024 4:30:00 PM,-0.57%,1.60%,2788.44,2.25,772879,39.30,39.93,40.05,39.65,39.70,1.02%,
114,"ADMA","Adma Biologics Inc","USA",3021.64,223.89,3.41%,-16.83%,75.64%,7.28%,3.25%,7.27,0.15%,0.27%,0.35%,0.35%,-0.11%,-0.27%,-0.19%,-0.11%,1.12%,0.42%,11.98%,20.92%,116.53%,163.87%,273.50%,188.38%,0.39,3.46%,3.11%,15.62%,31.34%,114.47%,5/9/2024 4:30:00 PM,-0.50%,2.50%,3005.48,2.28,842005,12.78,13.10,13.33,12.98,13.03,2.00%,
115,"ADAP","Adaptimmune Therapeutics Plc ADR","United Kingdom",333.43,226.10,11.50%,-0.44%,51.93%,-0.50%,2.50%,5.64,0.38%,0.00%,0.00%,-0.38%,-2.25%,-1.88%,1.16%,1.95%,3.36%,3.36%,12.50%,25.48%,12.50%,48.31%,40.32%,64.56%,0.10,8.25%,7.79%,26.86%,22.02%,36.07%,5/15/2024 8:30:00 AM,0.38%,1.56%,1609.37,6.42,1272415,1.28,1.30,1.35,1.07,1.30,1.95%,
116,"OXLC","Oxford Lane Capital Corp","USA",1404.36,241.57,0.19%,,5.04%,,0.74%,1.78,-0.09%,-0.18%,-0.18%,0.09%,0.09%,0.18%,0.71%,0.18%,0.58%,0.18%,0.89%,0.36%,11.46%,10.59%,10.16%,14.17%,0.08,1.42%,1.30%,2.78%,4.02%,9.99%,5/14/2024 4:30:00 PM,0.36%,0.72%,3609.70,3.00,1332470,5.58,5.62,5.66,5.59,5.64,1.08%,
117,"BETR","Better Home & Finance Holding Co.","USA",423.36,242.47,67.96%,-0.53%,11.63%,0.29%,2.45%,5.95,0.83%,0.83%,0.99%,0.27%,0.20%,0.72%,3.13%,2.68%,5.57%,5.57%,11.90%,62.60%,25.62%,-16.49%,-94.59%,-31.48%,0.04,10.62%,9.90%,23.87%,38.40%,16.41%,5/14/2024 8:30:00 AM,2.66%,-0.02%,1265.93,5.74,893783,0.55,0.55,0.57,0.54,0.56,2.64%,
118,"FAX","abrdn Asia-Pacific Income Fund Inc","USA",691.05,247.70,,,37.10%,,0.08%,0.19,-0.00%,-0.00%,-0.00%,0.18%,0.36%,0.90%,1.45%,1.45%,1.08%,1.08%,4.88%,4.10%,6.08%,0.72%,1.45%,2.95%,0.04,1.42%,1.50%,3.93%,5.40%,5.67%,,1.08%,0.00%,791.49,2.02,196851,2.76,2.76,2.79,2.76,2.79,1.08%,
119,"RIOT","Riot Platforms Inc","USA",2993.08,264.27,8.49%,-0.20%,41.33%,6.06%,23.36%,61.72,-0.01%,0.10%,0.53%,0.04%,0.44%,0.19%,0.43%,0.43%,0.33%,0.43%,10.26%,-2.59%,13.89%,-20.82%,-48.92%,-33.00%,0.62,5.73%,5.89%,6.60%,4.13%,-10.38%,5/1/2024 8:30:00 AM,0.23%,5.46%,23032.31,2.41,6820209,9.81,10.34,10.45,10.24,10.36,5.70%,
120,"MARA","Marathon Digital Holdings Inc","USA",6046.53,270.84,0.77%,-0.48%,41.21%,-2.90%,26.02%,70.47,0.37%,0.46%,0.85%,0.47%,1.29%,1.47%,1.89%,0.92%,0.44%,1.94%,13.60%,9.07%,37.50%,-1.11%,14.78%,-5.70%,1.50,6.54%,6.80%,10.90%,11.86%,25.14%,5/9/2024 4:30:00 PM,1.08%,5.51%,46162.18,2.44,13882052,20.77,21.92,22.17,21.56,22.15,6.65%,
121,"HAFN","Hafnia Ltd","Singapore",3918.83,280.15,44.81%,0.00%,22.21%,,0.32%,0.89,0.00%,0.06%,0.06%,0.06%,0.19%,0.06%,-0.26%,0.52%,0.51%,0.52%,-2.15%,-3.62%,2.52%,14.54%,51.37%,11.80%,0.19,1.68%,1.71%,-3.28%,-5.88%,7.36%,5/15/2024 8:30:00 AM,0.26%,0.13%,309.37,4.38,166901,7.69,7.70,7.76,7.70,7.72,0.39%,
122,"ME","23andMe Holding Co","USA",241.89,285.56,41.75%,-0.15%,19.70%,7.02%,10.83%,30.93,-0.14%,0.12%,0.00%,-0.48%,-0.88%,-2.37%,-5.93%,-10.26%,-5.70%,-6.48%,15.77%,19.73%,11.33%,-30.41%,-73.04%,-45.99%,0.04,7.61%,7.47%,16.58%,4.05%,-25.09%,5/23/2024 4:30:00 PM,-8.14%,11.22%,5731.14,2.09,1471433,0.48,0.54,0.54,0.49,0.49,2.17%,
123,"LAZR","Luminar Technologies Inc","USA",873.42,310.02,30.43%,0.00%,26.95%,1.61%,26.41%,81.88,0.26%,0.77%,0.51%,0.34%,3.16%,3.73%,1.03%,0.04%,-0.04%,-1.56%,26.86%,35.17%,50.77%,-30.62%,-74.07%,-41.84%,0.13,8.64%,8.18%,30.12%,24.18%,-19.66%,8/6/2024 4:30:00 PM,0.00%,2.35%,8335.24,2.14,2191903,1.91,1.96,1.97,1.88,1.96,2.35%,
124,"LILM","Lilium N.V","Germany",586.28,320.79,45.95%,0.00%,1.96%,-1.06%,7.22%,23.17,-0.05%,-0.08%,0.15%,0.24%,0.50%,0.39%,-2.19%,-2.19%,-3.15%,-4.09%,16.69%,17.13%,10.95%,13.21%,-41.89%,-16.28%,0.06,7.42%,6.06%,20.09%,5.35%,7.40%,6/11/2024 8:30:00 AM,-3.15%,4.60%,3639.55,3.62,1620199,0.98,1.02,1.02,0.98,0.99,1.31%,
125,"GS","Goldman Sachs Group, Inc.","USA",155198.39,320.82,0.51%,-4.18%,75.03%,-0.22%,1.48%,4.74,0.17%,0.27%,0.53%,0.57%,0.07%,-1.18%,-0.31%,-0.32%,0.29%,-0.56%,3.54%,7.26%,23.57%,26.74%,46.43%,24.76%,9.23,2.17%,1.86%,4.40%,5.35%,23.61%,7/15/2024 8:30:00 AM,0.14%,0.15%,2321.45,3.33,951640,479.88,480.62,490.96,476.31,481.30,0.29%,
126,"QS","QuantumScape Corp","USA",4163.58,345.15,30.91%,-0.80%,24.18%,3.37%,16.01%,55.25,0.66%,0.42%,0.76%,-0.24%,0.85%,2.40%,0.06%,3.54%,7.59%,1.03%,64.40%,49.64%,43.46%,2.90%,-17.80%,19.93%,0.45,9.67%,5.92%,57.56%,50.54%,34.97%,7/24/2024 4:30:00 PM,2.77%,-1.70%,7913.54,7.15,6961729,8.25,8.11,8.48,8.04,8.34,1.03%,
127,"OBDC","Blue Owl Capital Corp","USA",6118.76,359.99,7.63%,0.01%,41.60%,-4.42%,2.75%,9.89,0.06%,0.06%,0.06%,0.06%,0.00%,-0.13%,-0.13%,-0.32%,-0.31%,0.19%,1.29%,-1.75%,2.06%,5.05%,14.85%,7.26%,0.20,1.40%,1.25%,0.40%,-2.32%,4.81%,8/7/2024 4:30:00 PM,-0.82%,1.02%,1989.04,2.40,587033,15.67,15.83,15.76,15.67,15.70,0.19%,
128,"CLOV","Clover Health Investments Corp","USA",776.93,375.13,24.44%,0.88%,18.01%,-0.02%,9.37%,35.16,0.27%,0.00%,0.00%,0.64%,0.64%,0.22%,1.29%,2.29%,1.62%,2.29%,17.67%,49.05%,133.55%,59.73%,59.99%,64.37%,0.09,6.49%,7.37%,25.40%,46.46%,64.57%,5/7/2024 4:30:00 PM,3.64%,0.00%,5992.06,2.35,1729769,1.51,1.51,1.58,1.51,1.57,3.64%,
129,"JOBY","Joby Aviation Inc","USA",4859.90,378.19,46.62%,-0.34%,30.89%,0.23%,19.15%,72.41,-0.13%,0.00%,-0.07%,0.15%,1.78%,2.54%,1.11%,-0.44%,1.18%,2.08%,31.67%,33.46%,48.48%,14.52%,-35.04%,3.16%,0.30,7.10%,5.55%,32.68%,34.46%,22.32%,5/7/2024 4:30:00 PM,1.03%,2.72%,5574.08,4.03,2763177,6.61,6.79,6.89,6.61,6.86,3.78%,
130,"ASML","ASML Holding NV","Netherlands",427867.88,393.19,0.06%,0.00%,19.62%,-1.19%,0.32%,1.25,0.10%,0.16%,0.18%,0.15%,0.05%,0.11%,-0.93%,-0.86%,-1.35%,-1.48%,0.94%,1.75%,13.07%,51.36%,44.87%,43.68%,27.83,2.87%,2.27%,3.65%,9.76%,29.32%,7/17/2024 8:30:00 AM,-0.88%,1.10%,1036.05,2.14,272362,1085.26,1097.22,1098.73,1084.03,1087.56,0.21%,
131,"CLF","Cleveland-Cliffs Inc","USA",7738.44,465.48,2.10%,-1.53%,69.80%,6.76%,7.56%,35.21,-0.15%,0.00%,0.03%,-0.34%,0.38%,0.03%,1.91%,4.46%,3.20%,5.34%,5.20%,8.00%,-24.79%,-10.87%,-5.05%,-20.30%,0.47,2.50%,2.81%,7.07%,0.19%,-10.02%,7/22/2024 4:30:00 PM,3.10%,-2.38%,9227.30,3.71,4211415,16.17,15.78,16.46,15.79,16.27,0.65%,
132,"NAK","Northern Dynasty Minerals Ltd.","Canada",195.41,526.75,2.04%,0.00%,13.83%,0.07%,1.25%,6.60,-0.38%,-0.38%,-0.36%,0.39%,-0.19%,0.00%,0.94%,-3.07%,3.39%,3.39%,14.13%,28.18%,3.83%,28.87%,42.57%,12.40%,0.02,6.56%,5.52%,19.85%,20.69%,19.26%,5/17/2024 8:30:00 AM,3.83%,2.88%,999.23,7.19,884439,0.34,0.35,0.37,0.35,0.36,6.82%,
133,"HOOD","Robinhood Markets Inc","USA",20986.70,550.12,37.40%,-1.25%,45.79%,4.22%,6.24%,34.32,0.15%,0.23%,0.27%,0.74%,0.75%,1.19%,4.69%,3.87%,4.46%,4.65%,8.10%,0.76%,32.89%,103.93%,91.81%,87.44%,1.04,4.16%,4.08%,6.81%,14.53%,61.60%,8/7/2024 4:30:00 PM,3.78%,3.28%,17059.41,2.71,5699497,22.28,23.01,23.89,22.76,23.88,7.18%,
134,"OPEN","Opendoor Technologies Inc","USA",1621.76,560.46,18.96%,-1.41%,55.78%,-3.59%,15.00%,84.07,1.08%,0.86%,0.43%,0.21%,1.52%,2.86%,0.68%,-1.07%,-1.91%,-0.64%,29.56%,5.16%,0.21%,-34.13%,-51.45%,-47.66%,0.14,7.60%,7.19%,23.19%,11.64%,-14.11%,8/1/2024 4:30:00 PM,-0.64%,4.42%,15545.57,3.35,6418482,2.26,2.36,2.37,2.24,2.35,3.76%,
135,"CYBN","Cybin Inc","Canada",254.62,695.84,8.45%,0.00%,42.25%,,2.79%,19.38,-0.30%,0.00%,1.09%,0.57%,0.78%,1.61%,3.43%,5.88%,4.69%,4.69%,26.65%,12.04%,-8.47%,-20.24%,-27.96%,-18.29%,0.02,9.40%,7.33%,23.08%,6.78%,-16.63%,6/25/2024 8:30:00 AM,4.69%,0.00%,4131.50,2.70,1372735,0.32,0.32,0.34,0.32,0.34,4.69%,
136,"AUR","Aurora Innovation Inc","USA",6590.49,791.49,49.02%,2.52%,42.00%,-4.95%,10.81%,85.57,0.04%,0.00%,0.12%,1.80%,1.31%,2.91%,7.20%,8.29%,12.30%,10.26%,42.45%,67.79%,38.27%,29.82%,29.03%,-2.86%,0.23,7.91%,6.87%,55.07%,55.66%,56.41%,7/31/2024 4:30:00 PM,8.85%,5.41%,9344.03,4.17,4793758,3.70,3.90,4.26,3.88,4.24,14.73%,
137,"UNH","Unitedhealth Group Inc","USA",477051.37,918.59,0.20%,-1.66%,89.34%,-0.70%,0.84%,7.69,-0.08%,-0.03%,-0.30%,-0.42%,-0.38%,-0.60%,-1.68%,-0.64%,-0.70%,-0.92%,5.92%,5.12%,18.01%,-3.96%,15.76%,-1.55%,10.82,2.05%,2.02%,5.19%,3.80%,1.65%,7/16/2024 8:30:00 AM,-1.13%,2.48%,4176.15,2.13,1093995,511.53,524.24,530.82,516.99,518.32,1.33%,
138,"SOFI","SoFi Technologies Inc","USA",7631.65,1005.29,4.91%,-27.65%,38.31%,4.43%,18.60%,187.00,0.61%,0.65%,1.09%,0.75%,0.75%,1.53%,2.19%,2.10%,1.83%,2.39%,13.68%,2.10%,-1.52%,-11.65%,-21.19%,-27.45%,0.23,3.57%,3.31%,10.81%,5.89%,-4.96%,7/30/2024 8:30:00 AM,2.25%,1.29%,38140.05,2.16,10135214,6.97,7.06,7.22,7.01,7.22,3.57%,
139,"WDS","Woodside Energy Group Ltd ADR","Australia",37970.13,1896.48,,,1.59%,-3.49%,0.18%,3.47,-0.10%,-0.15%,-0.13%,-0.10%,0.25%,0.33%,0.35%,0.75%,0.75%,0.70%,2.51%,8.75%,3.46%,-3.70%,-19.21%,-5.07%,0.34,1.57%,1.49%,6.05%,8.06%,-0.31%,2/26/2024 4:30:00 PM,0.55%,-0.45%,961.23,2.15,253829,20.00,19.91,20.06,19.92,20.02,0.10%,
140,"TSLA","Tesla Inc","USA",834071.47,2774.58,13.00%,-0.07%,45.48%,,3.79%,105.20,0.23%,0.23%,-0.01%,-0.13%,0.84%,1.35%,2.72%,1.39%,0.77%,1.10%,3.40%,47.52%,52.90%,15.10%,-5.89%,5.25%,12.37,7.42%,5.23%,22.62%,36.67%,27.30%,7/23/2024 4:30:00 PM,2.17%,3.12%,97485.38,2.61,31325337,248.23,255.96,262.85,252.86,261.53,5.36%,
141,"LYG","Lloyds Banking Group plc ADR","United Kingdom",47153.10,15583.50,0.03%,0.00%,2.36%,9.07%,0.09%,13.28,0.17%,0.00%,-0.03%,-0.16%,0.00%,0.00%,0.00%,0.17%,-0.17%,-0.17%,1.17%,9.60%,22.47%,32.10%,29.83%,26.57%,0.06,1.15%,1.40%,6.72%,8.88%,26.38%,4/24/2024 8:30:00 AM,0.33%,-0.17%,9242.84,3.65,4152985,3.02,3.02,3.03,3.01,3.03,0.17%,
142,"HEPS","D-MARKET Electronic Services & Trading ADR","Turkey",925.74,,,,6.01%,,,0.16,0.12%,-0.45%,-0.45%,-0.86%,-0.45%,-0.60%,-0.30%,-0.30%,-0.01%,0.30%,6.47%,46.88%,141.91%,92.40%,80.77%,82.78%,0.17,8.04%,7.69%,39.11%,63.83%,105.40%,6/13/2024 8:30:00 AM,-0.90%,2.47%,568.49,4.61,322718,3.24,3.32,3.34,3.27,3.29,1.54%,
